name_trans|viewData.symbol|exchange_trans|sector_trans|industry_trans|last|pair_change_percent|eq_market_cap|turnover_volume|eq_pe_ratio|MACD|eq_revenue|avg_volume|eq_eps|eq_beta|eq_dividend|eq_yield|tech_sum_900|tech_sum_3600|tech_sum_86400|tech_sum_week|tech_sum_month|daily|week|month|ytd|year|3year|eq_one_year_return|yield_us|peexclxor_us|ttmpr2rev_us|aprfcfps_us|ttmprfcfps_us|price2bk_us|pr2tanbk_us|epschngyr_us|ttmepschg_us|epstrendgr_us|revchngyr_us|ttmrevchg_us|revtrendgr_us|csptrendgr_us|ttmastturn_us|ttminvturn_us|ttmrevpere_us|ttmniperem_us|ttmrecturn_us|a52_week_high|a52_week_low|a52_week_high_diff|a52_week_low_diff|month_change|ttmgrosmgn_us|grosmgn5yr_us|ttmopmgn_us|opmgn5yr_us|ttmptmgn_us|ptmgn5yr_us|ttmnpmgn_us|margin5yr_us|qquickrati_us|qcurratio_us|qltd2eq_us|qtotd2eq_us|yld5yavg_us|divgrpct_us|ttmpayrat_us|ADX|ATR|BullBear|CCI|HL|ROC|RSI|STOCH|STOCHRSI|UO|WilliamsR
Premier Fishing|PFBJ|Johannesburg|Consumer Non-Cyclicals|Food & Tobacco|135|-9.4%|351.00M|1.04M|24.11|3.52|362.95M|74.12K|0.06|-0.61|-|-|Strong Sell|Strong Sell|Sell|Neutral|Strong Buy|-9.40|-10.00|0.00|-8.16|170.00|16.38|181.25|22.39%|27.60|0.85|37.09|-20.32|0.56|0.64|145.91|248.23|-30.15|-13.31|-17.39|2.95|6.83|0.47|2.66|686.29|4.00|8.78|175|44|-22.86|206.82|5.71%|28.75|36.18|2.57|8.36|3.91|12.24|3.07|8.20|3.27|5.27|5.59|8.24|9.90|-100.00|88.72|38.81|9.79|2.12|-20.65|-8.93|-2.17|44.42|49.09|0.00|51.40|-72.73
Calgro M3 Holdings Ltd|CGRJ|Johannesburg|Consumer Cyclicals|Homebuilding & Construction Supplies|273|0.37%|331.42M|40.00K|2.17|-3.57|745.38M|81.48K|1.26|-0.02|-|-|Strong Buy|Strong Buy|Neutral|Strong Sell|Strong Sell|0.37|-0.73|-3.87|-13.33|-31.75|-15.74|-31.75|-|2.22|0.25|5.56|-7.22|0.33|0.39|44.21|47.42|-3.99|5.36|27.65|-3.20|6.41|0.54|1.72|-|-|0.97|449|252|-39.20|8.33|-8.07%|22.37|14.12|15.61|4.93|15.13|5.22|11.32|4.03|1.09|1.82|0.00|78.53|0.00|0.00|0.00|33.77|9.50|2.04|2.15|0.00|-0.36|48.34|58.83|77.62|67.97|-47.83
Rex Trueform|RTNJn|Johannesburg|Consumer Cyclicals|Specialty Retailers|1532|0%|312.62M|0.00|6.01|-|598.84M|701.00|2.55|-0.03|-|-|-|-|-|-|-|0.00|0.00|0.00|0.00|40.55|-14.60|40.55|-|5.81|0.52|4.76|5.94|0.97|1.04|26.29|129.95|75.46|25.34|28.79|2.52|-10.55|0.78|2.63|-|-|65.77|1575|1045|-2.73|46.60|-|54.72|52.47|14.83|2.21|12.94|1.49|8.97|0.87|0.62|1.62|27.80|102.81|0.11|0.00|0.03|-|-|-|-|-|-|-|-|-|-|-
Bauba Platinum Ltd|BAUJ|Johannesburg|Materials|Metals & Mining|41|0%|307.43M|0.00|-|-0.25|368.89M|28.91K|-0.06|-0.04|-|-|Strong Sell|Strong Sell|Neutral|Neutral|Buy|0.00|0.00|-2.38|28.12|-0.36|-30.51|10.12|-|-13.38|1.06|-33.38|-2.61|1.03|2.07|0.00|0.00|-|0.00|0.00|28.61|106.90|0.55|2.99|589.57|-57.93|16.15|50|25|-18.00|64.00|7.69%|19.07|36.76|-12.10|14.05|-11.22|15.34|-7.89|10.00|0.13|0.86|17.57|63.42|3.89|0.00|0.00|40.29|2.14|0.10|11.11|0.00|2.50|48.96|56.11|32.67|56.63|-60.00
Castleview Property Fund|CVWJ|Johannesburg|Real Estate|Residential & Commercial REITs|710|16.39%|291.40M|100.00|2.97|23.53|-|100.00|-|0.20|44.74|-|-|-|Strong Buy|Strong Buy|Strong Buy|16.39|0.00|16.39|16.39|42.00|42.00|42.00|7.33%|3.62|4.86|9.20|0.00|1.16|1.00|345.20|542.12|0.00|8.40|6.18|0.00|0.00|0.14|0.00|-|-|24.71|710|610|0.00|16.39|16.39%|85.97|90.68|46.63|55.95|134.08|23.53|134.08|24.13|0.84|0.91|74.80|74.80|4.04|0.00|-|24.89|15.00|333.06|473.36|187.14|42.00|100.00|25.40|0.00|100.00|0.00
EOH|EOHJ|Johannesburg|Technology|Software & IT Services|172|1.78%|290.26M|505.35K|-11.70|-4.50|4.51B|1.37M|-0.15|1.08|-|-|Strong Buy|Strong Buy|Neutral|Strong Sell|Strong Sell|1.78|4.24|0.00|-26.64|-46.18|-25.22|-44.25|-|-1.74|0.05|2.42|3.99|8.61|-0.39|66.90|91.11|0.00|3.20|-6.82|-16.80|-27.24|1.32|42.84|1.15|-54.31|3.92|404|142|-57.43|21.13|-4.27%|28.02|24.14|2.12|-7.65|-1.50|-13.83|-0.41|-17.12|0.64|0.86|1.47K|4.57K|1.32|0.00|0.00|19.37|9.43|3.49|31.88|0.00|-4.44|48.46|75.54|86.67|64.84|-27.59
Afine Investments|ANIJ|Johannesburg|Real Estate||381|0%|276.36M|0.00|1.01|-9.77|-|772.00|4.69|-0.27|47.10|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Sell|0.00|-17.17|-19.11|1.33|-15.14|-|-15.14|10%|1.39|10.01|9.71|0.00|1.47|1.47|0.00|2.19K|0.00|0.00|170.28|0.00|0.00|0.20|0.00|-|-|-|65000|375|-99.41|1.60|2.22%|100.00|100.00|84.86|92.43|628.99|329.62|718.30|718.30|0.58|0.60|30.32|34.86|-|0.00|6.68|59.54|17.79|-111.32|-220.51|-72.71|1.60|39.43|59.23|0.00|30.57|-99.00
Trellidor Holdings Ltd|TRLJ|Johannesburg|Consumer Cyclicals|Homebuilding & Construction Supplies|290|0%|276.11M|0.00|151.44|6.56|503.06M|125.27K|0.02|0.28|29.00|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Neutral|0.00|11.54|16.00|31.82|0.00|0.35|0.00|13.68%|148.72|0.55|8.75|0.00|0.00|0.00|5.95|-94.44|-62.50|-3.59|-3.30|-0.47|1.85|1.15|5.12|-|-|8.22|350|185|-17.14|56.76|17.99%|40.38|42.61|8.15|9.74|-0.67|6.96|0.37|4.44|0.00|1.92|0.00|0.00|3.67|-100.00|0.00|24.22|33.64|54.19|167.22|29.43|34.88|58.11|69.33|85.74|56.56|0.00
Sebata Holdings|SEBJ|Johannesburg|Technology|Software & IT Services|250|0%|273.42M|0.00|-0.54|5.70|-|274.45K|-4.64|2.05|-|-|Strong Buy|Strong Buy|Strong Buy|Buy|Sell|0.00|0.00|-7.41|18.48|13.12|36.61|13.12|-|-0.58|10.41|-12.23|-8.11|0.60|0.65|97.25|-125.89|0.00|25.73|15.32|-49.94|-62.05|0.03|0.00|93.12|-73.12|4.13|364|181|-31.32|38.12|0%|86.00|66.07|1.30K|-77.80|-2.30K|-671.62|-1.79K|-506.53|9.08|9.19|0.22|4.09|0.69|0.00|0.00|46.89|17.71|1.97|47.30|6.43|11.11|52.08|48.19|50.01|59.78|-62.02
Eastern Platinum|EPSJ|Johannesburg|Basic Materials|Metals & Mining|253|0%|255.17M|0.00|-7.79|-37.39|55.12M|2.03K|-0.01|1.39|-|-|Sell|Neutral|Strong Sell|Strong Sell|Strong Sell|0.00|0.00|6.75|-43.53|-35.62|-26.67|-35.62|-|-8.59|35.87|-6.09|20.86|0.11|0.11|-40.22|67.54|-|2.82K|9.38K|-58.03|-55.76|-|0.37|-|-|0.37|545|205|-53.58|23.41|7.66%|-3.14|-112.23|-6.22K|-1.35K|-6.27K|-1.30K|-6.34K|-1.26K|1.81|1.99|-|-|-|-|-|77.83|35.64|-41.69|-39.71|-38.29|-23.57|41.80|25.12|27.00|48.10|-80.25
London Fin Investment Group|LNFJ|Johannesburg|Financial|Investment Banking & Investment Services|718|0%|254.57M|0.00|-28.29|24.05|284.00K|466.00|-0.01|0.28|23.15|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|0.00|0.00|0.00|0.00|2.57|5.59|2.57|3.22%|-25.77|10.80|41.57|-|0.62|0.62|-192.35|-156.11|-47.39|6.34|3.73|5.84|-|0.05|-|154.50|-132.67|7.68|718|505|0.00|42.18|0%|29.56|26.30|26.42|28.64|-104.31|107.55|-81.76|101.75|28.52|11.19|-|-|3.40|-0.86|39.14|72.21|35.93|63.68|75.07|29.07|2.57|55.58|94.68|96.42|82.57|0.00
Stefanutti Stocks|SSKJ|Johannesburg|Industrials|Construction & Engineering|149|-3.87%|249.19M|7.50K|-1.09|-3.53|2.87B|213.69K|-1.37|0.21|-|-|Strong Buy|Neutral|Neutral|Buy|Strong Buy|-3.87|2.76|-9.70|-7.45|175.93|645.00|181.13|-|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|1.17|-|-|-|75.54|175|47|-14.86|217.02|-5.81%|-|-0.83|0.00|-3.94|0.00|-5.97|0.00|-6.29|0.00|0.67|0.00|0.00|0.00|0.00|-|40.22|7.79|-0.78|-11.53|0.00|-2.61|47.68|41.33|73.35|43.88|-60.00
RH Bophelo|RHBJ|Johannesburg|Financial|Investment Banking & Investment Services|380|0%|245.83M|0.00|-18.45|13.48|17.28M|18.37K|-0.21|-0.50|15.00|-|Neutral|Buy|Neutral|Buy|Strong Sell|0.00|-4.76|-5.00|68.89|-19.15|-61.42|-19.15|3%|-19.33|48.30|1.89K|-87.74|0.28|0.28|-92.65|-110.71|0.00|-83.09|-96.97|0.00|0.00|0.01|0.00|-|-|12.24|550|224|-30.91|69.64|14%|100.00|100.00|-381.80|48.11|-403.52|48.57|-249.92|42.52|58.15|59.55|5.50|5.89|0.87|0.00|-29.20|39.73|29.29|38.76|52.72|25.14|68.89|55.70|64.70|62.58|59.61|-30.97
Sephaku Holdings Ltd|SEPJ|Johannesburg|Basic Materials|Construction Materials|96|0%|244.31M|0.00|4.57|-1.97|710.59M|93.97K|0.21|0.91|-|-|Strong Buy|Buy|Sell|Strong Sell|Strong Sell|0.00|0.00|-4.95|-7.69|-33.33|60.00|-26.15|-|4.80|0.29|5.67|4.21|0.22|0.27|50.59|-20.44|-12.23|27.14|18.88|-1.33|-12.83|0.63|29.00|1.28|-84.72|8.56|157|75|-38.85|28.00|-7.69%|37.73|38.79|5.04|2.78|7.09|3.96|5.97|3.37|1.11|1.27|2.98|12.97|-|0.00|0.00|20.74|5.86|-3.46|-36.63|0.00|-7.69|41.31|76.27|24.98|80.50|-27.59
South Ocean Holdings Ltd|SOHJ|Johannesburg|Industrials|Machinery, Tools, Heavy Vehicles, Trains & Ships|120|0%|243.93M|8.30K|3.40|-0.02|1.43B|8.24K|0.35|-0.19|9.00|-|Strong Buy|Strong Buy|Neutral|Neutral|Neutral|0.00|12.15|-4.00|-0.83|-27.27|207.69|-25.93|7.2%|3.03|0.12|5.33|2.57|0.37|0.37|-9.51|-5.54|0.00|-11.42|-14.28|6.90|-28.82|2.04|6.21|4.36|166.67|4.68|165|91|-27.27|31.87|1.9%|9.04|6.27|5.28|2.35|5.43|1.78|3.82|0.47|1.72|2.73|6.08|14.57|1.35|0.00|25.66|55.30|5.93|10.07|32.24|3.07|-1.64|53.47|32.21|81.40|44.57|-48.28
African Media Entertainment|AMEJ|Johannesburg|Consumer Cyclicals|Media & Publishing|3200|0%|237.39M|3.19K|7.51|-46.98|128.42M|27.97K|4.26|0.14|300.00|-|Neutral|Neutral|Strong Sell|Strong Sell|Strong Sell|0.00|0.00|-3.00|-10.59|-8.75|39.13|-8.75|9.09%|7.16|0.90|9.32|6.71|0.99|1.17|52.76|348.28|-9.39|10.68|16.76|1.00|-11.03|0.86|0.00|1.34|192.77|5.53|4700|2805|-31.91|14.08|-6.03%|71.82|73.34|16.11|18.73|19.55|20.45|12.59|8.75|2.49|2.64|0.00|0.00|5.82|0.00|66.04|77.16|58.50|-121.52|-78.15|0.00|-3.03|46.84|78.60|51.53|66.50|-25.64
Finbond Group Ltd|FGLJ|Johannesburg|Financial|Banking Services|29|0%|234.31M|0.00|-0.87|-0.94|830.32M|1.12M|-0.33|0.10|-|-|Strong Sell|Strong Sell|Neutral|Strong Sell|Strong Sell|0.00|3.57|7.41|-14.71|-42.00|-88.40|-46.30|-|-0.79|0.13|-1.23|-0.23|0.25|-1.83|-73.42|-36.17|0.00|18.16|0.03|0.72|9.97|0.37|0.00|848.68|-172.04|0.12|67|25|-56.72|16.00|-3.45%|4.17|17.53|1.73|14.03|-22.70|-0.65|-16.19|-0.82|20.28|20.28|286.32|328.18|0.84|0.00|-9.57|38.77|1.57|1.15|103.70|0.00|7.41|47.92|60.00|67.43|40.69|-20.00
Cognition Holdings Ltd|CGNJ|Johannesburg|Technology|Software & IT Services|100|5.26%|229.27M|59.37K|-4.50|1.27|120.47M|38.08K|-0.22|0.12|-|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|5.26|5.26|2.04|5.26|49.25|36.99|49.25|-|-4.42|0.93|15.60|17.49|1.34|2.38|181.63|-2.56K|0.00|11.48|4.50|9.87|-7.73|0.88|70.56|1.09|-205.85|6.71|100|50|0.00|100.00|3.16%|86.09|75.70|1.36|8.33|-18.88|4.32|-21.08|1.17|2.71|3.05|0.00|0.00|7.18|0.00|0.00|48.67|3.79|9.65|127.13|5.14|0.00|57.65|65.00|82.71|62.90|0.00
Advanced Health|AVLJ|Johannesburg|Healthcare|Healthcare Providers & Services|43|7.5%|214.48M|36.29K|-10.00|-1.26|504.17M|327.03K|-0.04|-0.18|-|-|Strong Sell|Strong Sell|Strong Sell|Buy|Buy|7.50|-12.24|-12.24|-14.00|-4.44|72.00|-8.51|-|-13.62|0.41|2.61|3.42|14.46|-3.11|14.80|50.42|0.00|0.88|-2.34|16.55|-13.73|0.66|17.43|4.37|88.43|16.16|68|20|-36.76|115.00|4.17%|48.11|48.20|9.03|-0.09|4.75|-7.39|-3.03|-9.17|0.97|1.22|896.19|4.00K|-|0.00|-|47.10|3.21|-6.40|-120.25|-4.29|-10.42|44.12|30.00|25.96|45.06|-80.00
Buffalo Coal|BUCJ|Johannesburg|Energy|Coal|79|0%|195.25M|0.00|10.27|0.98|469.19M|857.00|0.03|0.37|-|-|Neutral|Neutral|Neutral|Buy|Neutral|0.00|0.00|0.00|0.00|-7.06|5.33|-7.06|-|18.92|0.06|0.60|0.60|-0.47|-0.47|129.25|46.43|-|-31.21|2.76|-10.76|-8.13|2.58|13.94|-|-|8.95|86|70|-8.14|12.86|-4.82%|26.59|21.84|-1.81|1.64|-9.01|-6.02|-9.01|-6.02|0.09|0.16|-|-119.34|-|-|-|82.32|3.29|-0.35|-0.46|-0.21|5.33|51.17|41.67|50.12|37.69|-43.75
African Overseas Enterprises|AOOJ|Johannesburg|||1600|0%|179.23M|0.00|6.68|-291.52|-|3.25K|2.39|0.00|-|-|-|-|Strong Sell|Strong Sell|Strong Sell|0.00|0.00|0.00|0.00|-3.03|-41.18|-3.03|-|6.45|0.30|2.79|3.50|1.14|1.21|0.00|152.64|184.06|0.00|28.79|2.52|-10.55|0.78|2.68|-|-|55.97|1600|1600|0.00|0.00|0%|53.94|52.26|14.53|1.07|12.62|0.56|4.63|0.10|0.58|1.53|57.04|210.97|0.05|0.00|0.18|63.27|177.86|-773.36|-90.72|-535.07|-41.18|19.38|11.10|19.70|19.11|-100.00
Rebosis|REBJ|Johannesburg|Real Estate|Residential & Commercial REITs|16|0%|172.23M|0.00|-0.41|-|822.09M|297.80K|-0.39|0.91|-|-|-|-|-|-|-|0.00|0.00|0.00|0.00|-40.74|-42.86|-38.46|-|-0.58|0.10|1.44|0.00|0.06|0.06|0.00|0.00|0.00|0.00|0.00|3.63|0.00|0.12|0.00|-|-|7.40|27|12|-40.74|33.33|-|56.73|68.06|42.47|57.65|-15.12|-76.19|-17.83|-73.19|0.00|0.03|0.00|0.00|27.64|0.00|0.00|-|-|-|-|-|-|-|-|-|-|-
African & Overseas|AONJn|Johannesburg|Consumer Cyclicals|Specialty Retailers|1500|0%|172.08M|0.00|6.28|8.21|449.68M|432.00|2.39|0.00|-|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|0.00|0.00|19.71|20.00|87.50|-46.43|87.50|-|5.54|0.26|2.40|3.01|0.98|1.21|0.00|152.64|184.06|0.00|28.79|2.52|-10.55|0.78|2.68|-|-|55.97|1500|803|0.00|86.80|19.71%|53.94|52.26|14.53|1.07|12.62|0.56|4.63|0.10|0.58|1.53|57.04|210.97|0.05|0.00|0.18|74.18|71.43|757.36|178.41|470.14|66.67|68.36|67.90|100.00|88.61|0.00
Delta Property Fund|DLTJ|Johannesburg|Real Estate|Residential & Commercial REITs|24|0%|171.42M|10.76K|-0.29|-1.19|619.78M|1.17M|-0.84|1.36|-|-|Buy|Buy|Strong Sell|Strong Sell|Strong Sell|0.00|0.00|-20.00|-22.58|-57.89|-46.67|-54.72|-|-0.29|0.13|1.96|0.00|0.06|0.06|-307.54|-177.79|0.00|-14.16|-9.89|-3.01|0.00|0.15|0.00|13.00|-6.00|4.46|62|21|-61.29|14.29|-20%|57.28|66.18|48.60|58.73|-39.53|-12.99|-46.61|-18.08|0.07|0.32|34.02|144.28|6.68|0.00|399.27|49.56|2.57|-2.35|-60.33|0.00|-14.29|38.65|40.48|44.68|70.96|-62.50
ISA Holdings|ISAJ|Johannesburg|Technology|Software & IT Services|107|0%|166.92M|0.00|9.90|-2.91|-|40.01K|0.10|0.35|22.20|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Buy|0.00|-6.14|-8.55|-13.71|15.05|84.48|15.05|21.35%|9.92|2.17|24.18|24.57|2.31|2.31|85.47|26.33|-11.28|13.70|11.03|-14.09|-20.64|0.94|0.00|-|-|5.36|149|93|-28.19|15.05|0.88%|53.36|48.03|25.08|23.24|30.54|29.60|21.88|21.35|4.91|4.93|0.00|0.00|14.56|144.00|71.28|31.70|4.86|-6.74|-143.89|-6.14|-8.55|41.89|37.58|34.58|38.20|-81.25
Go Life|GLIJ|Johannesburg|Consumer Non-Cyclicals|Food & Tobacco|2|100%|164.90M|240.00K|-93.46|-0.09|-|327.30K|0.00|-0.40|-|-|Strong Buy|Strong Buy|Strong Buy|Neutral|Sell|100.00|0.00|0.00|0.00|0.00|-92.00|0.00|-|-92.85|-|-|-|-22.09|-22.09|-67.86|61.51|-|-|-|-|-|-|-|-|-|-|2|1|0.00|100.00|0%|-|70.32|-|38.93|-|213.02|-|22.71|-|-|-|-|-|-|-|66.18|0.29|0.53|45.31|0.21|0.00|53.05|66.67|99.40|51.43|0.00
Putprop Ltd|PPRJ|Johannesburg|Real Estate|Real Estate Operations|370|-2.63%|156.91M|5.00K|2.45|-14.11|88.78M|7.63K|1.51|-0.02|10.25|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|-2.63|-4.15|-12.74|-13.75|-1.33|-7.50|-1.33|2.7%|2.56|1.39|2.60|2.61|0.25|0.25|1.89K|185.90|11.40|48.24|40.66|9.03|72.67|0.10|0.00|16.93|10.52|8.04|500|315|-26.00|17.46|-8.96%|67.84|70.23|53.94|56.26|52.74|33.22|54.03|26.45|0.17|0.28|49.98|71.14|3.77|2.50|9.94|38.30|16.43|-36.90|-106.74|-20.07|-4.64|38.48|18.46|0.00|43.89|-100.00
Chrometco|CMOJ|Johannesburg|Basic Materials|Metals & Mining|6|0%|152.55M|0.00|-|-|-|99.45K|-0.08|0.36|-|-|-|-|-|-|-|0.00|0.00|0.00|0.00|-14.29|-40.00|-14.29|-|-0.77|0.14|2.79|-13.96|-9.89|-9.89|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.83|5.85|-|-|12.24|8|6|-25.00|0.00|-|-7.76|6.25|-35.71|-12.18|-55.12|-25.23|-17.73|-19.97|0.00|0.46|0.00|0.00|-|0.00|-|-|-|-|-|-|-|-|-|-|-|-
4Sight|4SIJ|Johannesburg|Technology|Software & IT Services|28|-3.45%|149.38M|3.00K|10.68|0.64|329.18M|98.53K|0.02|0.66|-|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|-3.45|-3.45|3.70|12.00|21.74|47.37|16.67|-|9.31|0.24|14.96|24.61|0.47|1.49|135.12|289.66|0.00|13.07|11.17|32.22|-9.65|1.37|100.93|1.84|51.10|5.19|30|18|-6.67|55.56|7.69%|46.86|55.88|3.05|3.04|3.08|2.47|2.61|-16.46|1.42|1.52|3.70|4.24|-|0.00|8.65|22.98|1.36|0.45|46.67|0.14|12.00|53.14|83.33|57.95|67.96|-25.00
Brikor|BIKJ|Johannesburg|Basic Materials|Construction Materials|16|0%|131.57M|0.00|-22.86|0.22|227.87M|237.22K|-0.01|1.31|-|-|Strong Buy|Strong Buy|Strong Buy|Neutral|Strong Sell|0.00|-5.88|-5.88|14.29|-50.00|-|-51.52|-|-20.37|0.40|20.35|-20.69|1.02|1.13|-93.32|-121.94|-12.46|10.08|1.98|1.60|-16.84|1.03|5.11|-|-|9.65|35|11|-54.29|45.45|6.25%|10.35|21.12|-3.81|4.17|-3.71|2.75|-1.96|1.94|0.45|1.05|8.72|24.65|-|0.00|0.00|28.45|1.36|1.27|74.38|0.57|14.29|53.36|52.86|67.47|49.28|-28.57
Ellies|ELIJ|Johannesburg|Industrials|Aerospace & Defense|15|0%|120.81M|36.32K|-2.05|-0.05|508.94M|547.00K|-0.07|-0.91|-|-|Strong Buy|Strong Sell|Strong Sell|Sell|Strong Sell|0.00|7.14|-6.25|0.00|-37.50|66.67|-40.00|-|-1.84|0.11|552.73|-9.08|1.22|1.14|-41.90|-622.94|0.00|5.62|6.78|-3.87|-26.11|2.64|4.81|-|-|6.88|27|12|-44.44|25.00|-13.33%|24.44|28.06|-4.40|-0.32|-7.56|-3.09|-5.29|-3.81|0.75|1.54|83.39|184.23|-|0.00|0.00|21.92|1.43|-0.47|-81.02|-0.43|-13.33|40.16|50.00|8.40|67.63|-100.00
Primeserv Group Ltd|PMVJ|Johannesburg|Industrials|Professional & Commercial Services|125|0%|102.07M|0.00|5.58|1.55|601.54M|44.41K|0.22|0.62|8.00|-|Strong Buy|Strong Buy|Strong Buy|Strong Buy|Strong Buy|0.00|3.31|0.00|0.81|11.61|60.26|11.61|6.4%|5.54|0.13|2.60|3.20|0.56|0.61|48.54|58.09|0.65|8.62|4.01|3.89|8.16|3.54|10.61K|-|-|6.00|130|100|-3.85|25.00|4.17%|12.08|13.04|2.10|2.37|2.98|2.49|2.28|2.34|3.47|3.47|0.07|3.19|5.74|33.33|33.14|54.25|2.36|5.19|153.28|2.57|4.17|55.96|37.50|98.25|50.54|0.00
Afristrat Investment Holdings|ATIJ|Johannesburg|Financial|Investment Banking & Investment Services|12|0%|76.85M|0.00|-0.18|-|-|718.79K|-0.65|0.39|-|-|-|-|-|-|-|0.00|0.00|0.00|0.00|-90.00|300.00|-90.00|-|-0.24|-0.52|-1.12|-1.12|-0.09|-0.09|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-|-|0.05|260|10|-95.38|20.00|-|82.96|18.96|131.14|25.78|228.07|265.99|219.53|-293.64|0.00|0.60|0.00|0.00|-|0.00|-|-|-|-|-|-|-|-|-|-|-|-
Europa Metals|EUZJ|Johannesburg|Basic Materials|Metals & Mining|60|0%|71.63M|0.00|-1.50|-0.10|-|10.46K|-0.04|0.99|-|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|0.00|-4.76|17.65|3.45|-31.82|-88.00|-32.58|-|-2.34|337.25K|-2.62|-2.62|1.77|5.22|-7.69|94.41|-|200.00|-99.54|-83.68|81.74|-|-|-|-|-|95|50|-36.84|20.00|14.55%|-|100.00|-9.38M|-19.51K|-9.02M|-19.61K|-9.02M|-19.62K|9.02|6.52|-|-|-|-|-|80.38|5.14|-0.61|-6.55|0.00|17.65|50.05|33.77|36.78|41.04|-58.33
Kibo Energy|KBOJ|Johannesburg|Industrials|Construction & Engineering|3|-25%|70.68M|9.60M|-0.14|-0.04|306.00K|3.79M|-0.01|0.24|-|-|Strong Sell|Strong Sell|Sell|Strong Sell|Strong Sell|-25.00|0.00|-25.00|-25.00|-57.14|-70.00|-50.00|-|-0.15|10.39|-1.51|-0.66|0.21|10.24|-33.80|4.13|-|-107.22|-100.00|-29.04|-56.37|-|-|18.15|-252.29|-|26|3|-88.46|0.00|-25%|4.53|-189.50|-1.02K|-38.53K|-7.54K|-34.37K|-7.33K|-34.37K|0.40|0.56|-|6.60|-|-|-|51.23|0.57|0.11|-4.67|-0.21|0.00|45.25|50.00|26.04|56.61|-100.00
Luxe Holdings|LUXJ|Johannesburg|Consumer Cyclicals|Hotels & Entertainment Services|312|0%|69.22M|0.00|-3.60|-|-|30.20K|-0.83|0.73|-|-|-|-|-|-|-|0.00|0.00|0.00|0.00|69.57|56.00|69.57|-|-3.60|0.16|4.13|5.85|0.55|0.95|0.00|0.00|0.00|0.00|0.00|-19.38|-49.58|0.80|1.38|2.30|-99.93|11.18|450|159|-30.67|96.23|-|43.87|40.17|-0.34|-4.99|-3.75|-10.99|-4.15|-43.49|0.00|1.39|0.00|0.00|-|0.00|-|-|-|-|-|-|-|-|-|-|-|-
Randgold Exploration|RNGJ|Johannesburg|Basic Materials|Metals & Mining|90|0%|64.43M|0.00|-4.46|-1.52|-|27.79K|-0.20|0.23|-|-|Strong Sell|Strong Sell|Strong Sell|Strong Sell|Strong Sell|0.00|-5.26|-13.46|-10.00|-32.33|-47.06|-52.38|-|-4.45|0.00|44.84|-31.05|0.69|0.69|-102.12|-26.93|0.00|0.00|0.00|0.00|0.00|0.00|0.00|-|-|0.69|190|76|-52.63|18.42|13.33%|-|100.00|0.00|-29.85K|0.00|-14.64K|0.00|-17.03K|34.37|34.59|0.00|0.00|-|0.00|0.00|61.10|5.36|-12.14|-103.95|-5.86|-10.89|44.24|47.38|0.00|43.90|-100.00
Labat Africa Ltd|LABJ|Johannesburg|Technology|Semiconductors & Semiconductor Equipment|10|0%|59.82M|162.63K|-1.28|0.00|12.96M|593.28K|-0.08|0.96|-|-|Buy|Strong Buy|Strong Buy|Sell|Strong Sell|0.00|0.00|0.00|0.00|-58.33|-76.74|-58.33|-|-1.56|2.22|0.00|-3.39|0.75|-1.59|-287.44|0.00|0.00|-27.09|0.00|15.38|-25.85|0.14|4.66|999.13|-1.40|0.94|32|8|-68.75|25.00|-20%|35.35|24.41|-154.78|-45.43|-161.08|-40.68|-141.76|-107.12|0.15|1.16|26.86|18.00|-|0.00|0.00|36.88|0.79|0.79|85.45|0.29|0.00|52.87|61.11|97.68|59.21|-33.33
Telemasters|TLMJ|Johannesburg|Technology|Telecommunications Services|100|0%|57.23M|0.00|-27.03|-0.75|48.86M|2.80K|-0.04|0.94|1.75|-|Neutral|Neutral|Neutral|Neutral|Strong Sell|0.00|0.00|-21.88|-16.67|-20.63|44.93|-20.63|1.37%|-26.06|0.79|9.64|37.62|1.42|4.17|74.47|53.11|0.00|-6.04|-14.49|-11.63|0.87|1.07|34.97|-|-|18.88|128|51|-21.88|96.08|-21.88%|54.43|42.28|-0.81|0.23|-4.15|-0.80|-3.04|-0.27|0.54|0.78|2.66|42.92|7.69|-72.66|-113.36|47.57|12.36|2.86|-8.97|-1.86|9.89|50.27|55.41|48.29|49.83|-36.36
